Trial,Subject,Color,Stimulus,Area of Interest,AOI Group,AOI Scope,AOI Order,AOI Size [px],AOI Coverage [%],Start Time [ms],End Time [ms],Entry Time [ms],Sequence,Net Dwell Time [ms],Dwell Time [ms],Glance Duration [ms],Diversion Duration [ms],First Fixation Duration [ms],Glances Count,Revisits,Fixation Count,Appearance Count,Visible Time [ms],Visible Time [%],Net Dwell Time [%],Dwell Time [%],Fixation Time [ms],Fixation Time [%],Time to First Mouse Click [ms]
Trial029,zjj,LightGreen,2d2.jpg,White Space,,Local,4,683598,86.9,0,1880,-,-,0,0,0,0,0,0,-,0,1,1880.2,100,0,0,0,0,-
Trial079,zjj,LightGreen,2d2.jpg,White Space,,Local,4,683598,86.9,0,1762,-,-,0,0,0,0,0,0,-,0,1,1762,100,0,0,0,0,-
Trial030,YKX,LightPink,2d2.jpg,White Space,,Local,4,683598,86.9,0,1647,-,-,0,0,0,0,0,0,-,0,1,1647.4,100,0,0,0,0,-
Trial075,YKX,LightPink,2d2.jpg,White Space,,Local,4,683598,86.9,0,1143,-,-,0,0,0,0,0,0,-,0,1,1143.6,100,0,0,0,0,-
Trial029,ZY,LightSalmon,2d2.jpg,White Space,,Local,4,683598,86.9,0,2027,-,-,0,0,0,0,0,0,-,0,1,2027.7,100,0,0,0,0,-
Trial074,ZY,LightSalmon,2d2.jpg,White Space,,Local,4,683598,86.9,0,1913,-,-,0,0,0,0,0,0,-,0,1,1913.9,100,0,0,0,0,-
Trial029,WJJ,LightSeaGreen,2d2.jpg,White Space,,Local,4,683598,86.9,0,1628,-,-,0,0,0,0,0,0,-,0,1,1628.6,100,0,0,0,0,-
Trial075,WJJ,LightSeaGreen,2d2.jpg,White Space,,Local,4,683598,86.9,0,1697,-,-,0,0,0,0,0,0,-,0,1,1697.7,100,0,0,0,0,-
Trial029,GTL,LightSkyBlue,2d2.jpg,White Space,,Local,4,683598,86.9,0,1314,-,-,0,0,0,0,0,0,-,0,1,1314.1,100,0,0,0,0,-
Trial075,GTL,LightSkyBlue,2d2.jpg,White Space,,Local,4,683598,86.9,0,1828,-,-,0,0,0,0,0,0,-,0,1,1828.8,100,0,0,0,0,-
Trial029,YMX,LightSlateGray,2d2.jpg,White Space,,Local,4,683598,86.9,0,1862,-,-,0,0,0,0,0,0,-,0,1,1862.9,100,0,0,0,0,-
Trial075,YMX,LightSlateGray,2d2.jpg,White Space,,Local,4,683598,86.9,0,2099,-,-,0,0,0,0,0,0,-,0,1,2099.3,100,0,0,0,0,-
Trial029,ZRK,LightSteelBlue,2d2.jpg,White Space,,Local,4,683598,86.9,0,1346,-,-,0,0,0,0,0,0,-,0,1,1346.7,100,0,0,0,0,-
Trial074,ZRK,LightSteelBlue,2d2.jpg,White Space,,Local,4,683598,86.9,0,862,-,-,0,0,0,0,0,0,-,0,1,863,100,0,0,0,0,-
Trial029,RJN,Lime,2d2.jpg,White Space,,Local,4,683598,86.9,0,5294,-,-,19.8,0,36,36,0,0,-,0,1,5294.8,100,0.4,0,0,0,-
Trial029,gyj,LimeGreen,2d2.jpg,White Space,,Local,4,683598,86.9,0,1697,-,-,107.9,0,44,44,0,0,-,0,1,1697.7,100,6.4,0,0,0,-
Trial074,gyj,LimeGreen,2d2.jpg,White Space,,Local,4,683598,86.9,0,1480,860.8,8713,411.9,216,244,276,184,1,0,1,1,1480.7,100,27.8,14.6,184,12.4,-
Trial029,SDN,Magenta,2d2.jpg,White Space,,Local,4,683598,86.9,0,1664,-,-,91.9,0,0,0,0,0,-,0,1,1664.6,100,5.5,0,0,0,-
Trial074,SDN,Magenta,2d2.jpg,White Space,,Local,4,683598,86.9,0,1296,-,-,0,0,0,0,0,0,-,0,1,1297,100,0,0,0,0,-
Trial029,FZX,Maroon,2d2.jpg,White Space,,Local,4,683598,86.9,0,1279,-,-,0,0,0,0,0,0,-,0,1,1279.5,100,0,0,0,0,-
Trial074,FZX,Maroon,2d2.jpg,White Space,,Local,4,683598,86.9,0,908,-,-,0,0,0,0,0,0,-,0,1,908.7,100,0,0,0,0,-
Trial029,HJT,MediumAquamarine,2d2.jpg,White Space,,Local,4,683598,86.9,0,1180,-,-,0,0,0,0,0,0,-,0,1,1180.5,100,0,0,0,0,-
Trial074,HJT,MediumAquamarine,2d2.jpg,White Space,,Local,4,683598,86.9,0,1580,-,-,0,0,0,0,0,0,-,0,1,1580.3,100,0,0,0,0,-
Trial029,JF,MediumBlue,2d2.jpg,White Space,,Local,4,683598,86.9,0,8698,5782.5,9777,479.7,291.9,555.9,623.9,291.9,1,0,1,1,8698.1,100,5.5,3.4,291.9,3.4,-
Trial079,JF,MediumBlue,2d2.jpg,White Space,,Local,4,683598,86.9,0,3280,-,-,0,0,0,0,0,0,-,0,1,3280.6,100,0,0,0,0,-
Trial030,XTY,MediumOrchid,2d2.jpg,White Space,,Local,4,683598,86.9,0,1098,-,-,0,0,0,0,0,0,-,0,1,1098.1,100,0,0,0,0,-
Trial076,XTY,MediumOrchid,2d2.jpg,White Space,,Local,4,683598,86.9,0,678,-,-,0,0,0,0,0,0,-,0,1,678.8,100,0,0,0,0,-
Trial030,LJ,MediumPurple,2d2.jpg,White Space,,Local,4,683598,86.9,0,1263,-,-,0,0,0,0,0,0,-,0,1,1263.1,100,0,0,0,0,-
Trial075,LJ,MediumPurple,2d2.jpg,White Space,,Local,4,683598,86.9,0,1797,-,-,0,0,0,0,0,0,-,0,1,1798,100,0,0,0,0,-
Trial029,AYQ,MediumSeaGreen,2d2.jpg,White Space,,Local,4,683598,86.9,0,1631,-,-,0,0,0,0,0,0,-,0,1,1631,100,0,0,0,0,-
Trial075,AYQ,MediumSeaGreen,2d2.jpg,White Space,,Local,4,683598,86.9,0,2163,-,-,0,0,0,0,0,0,-,0,1,2163.4,100,0,0,0,0,-
Trial029,FS,MediumSlateBlue,2d2.jpg,White Space,,Local,4,683598,86.9,0,1847,-,-,0,0,0,0,0,0,-,0,1,1847.2,100,0,0,0,0,-
Trial075,FS,MediumSlateBlue,2d2.jpg,White Space,,Local,4,683598,86.9,0,1896,-,-,0,0,0,0,0,0,-,0,1,1896.1,100,0,0,0,0,-
Trial029,YJR,MediumSpringGreen,2d2.jpg,White Space,,Local,4,683598,86.9,0,1813,-,-,0,0,0,0,0,0,-,0,1,1813.2,100,0,0,0,0,-
Trial076,YJR,MediumSpringGreen,2d2.jpg,White Space,,Local,4,683598,86.9,0,2596,-,-,0,0,0,0,0,0,-,0,1,2596.5,100,0,0,0,0,-
Trial029,LQH,MediumTurquoise,2d2.jpg,White Space,,Local,4,683598,86.9,0,1163,0.1,105,184,172,172,240,172,1,0,1,1,1163.9,100,15.8,14.8,172,14.8,-
Trial080,LQH,MediumTurquoise,2d2.jpg,White Space,,Local,4,683598,86.9,0,1661,-,-,0,0,0,0,0,0,-,0,1,1661.7,100,0,0,0,0,-
Trial076,P01,Coral,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1595,3.8,3571,887.9,864,864,903.9,163.9,1,0,3,1,1595.6,100,55.6,54.1,783.9,49.1,-
Trial078,lhj,CornflowerBlue,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1347,3.3,3066,1343.8,1343.8,1343.8,1343.8,171.9,1,0,4,1,1347.1,100,99.8,99.8,1199.9,89.1,-
Trial069,xyn,Crimson,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1497,1.6,1389,1495.7,1495.7,1495.7,1495.7,243.9,1,0,6,1,1497.4,100,99.9,99.9,1247.8,83.3,-
Trial070,WCF,Cyan,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1345,118.1,4122,1135.6,1155.9,1155.9,1227.9,72,2,1,5,1,1346,100,84.4,85.9,987.9,73.4,-
Trial069,YYH,DarkBlue,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1361,62.2,3965,1359.6,1299.7,1299.7,1299.7,355.9,1,0,5,1,1361.9,100,99.8,95.4,1103.2,81,-
Trial069,CBL,DarkCyan,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1361,1.6,1297,1360,1360,1360,1360,123.9,1,0,5,1,1361.5,100,99.9,99.9,1127.9,82.8,-
Trial070,MJC,DarkGoldenrod,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,2277,2.1,1833,2155.5,2275.7,2275.7,2275.7,192,1,0,5,1,2277.8,100,94.6,99.9,2067.8,90.8,-
Trial069,FZL,DarkGray,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1445,1.8,1522,1443.8,1443.8,1443.8,1443.8,175.9,1,0,5,1,1445.6,100,99.9,99.9,1279.8,88.5,-
Trial069,XC (1),DarkKhaki,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1579,3.4,3214,1324,1191.8,1251.7,1347.8,259.9,2,1,5,1,1579.3,100,83.8,75.5,1027.7,65.1,-
Trial069,WW,DarkMagenta,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,2064,1.2,689,1767.4,1963.3,1963.3,2011.3,323.5,2,1,7,1,2064.4,100,85.6,95.1,1823.4,88.3,-
Trial074,LJY,DarkOliveGreen,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,2308,1.4,1126,2083.6,1878.1,2031,2155,211.4,4,3,7,1,2308.5,100,90.3,81.4,1602,69.4,-
Trial075,gyx,DarkOrchid,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1462,3.1,2867,1251.7,1459.6,1459.6,1459.6,423.8,1,0,3,1,1462.7,100,85.6,99.8,1367.6,93.5,-
Trial075,CJY,DarkRed,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,2063,3.5,3292,1923.7,1999.8,1999.8,2059.8,192.1,2,1,6,1,2063.3,100,93.2,96.9,1843.8,89.4,-
Trial076,CY,DarkSalmon,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,2178,3.2,2981,2103.7,1835.6,2011.7,2047.7,335.9,2,1,6,1,2178.8,100,96.6,84.2,1603.6,73.6,-
Trial079,CXM,DarkSeaGreen,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1413,1081.7,9186,1024,223.9,707.9,707.9,68,1,0,1,1,1413.8,100,72.4,15.8,68,4.8,-
Trial077,ZA,DarkSlateBlue,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,2078,2.4,2105,1887.7,1815.6,1815.6,1815.6,300,1,0,5,1,2078,100,90.8,87.4,1635.5,78.7,-
Trial075,WJ,DarkSlateGray,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1445,2,1733,1359.8,1419.8,1419.8,1419.8,180,1,0,5,1,1445.8,100,94.1,98.2,1207.9,83.5,-
Trial076,YDS,DarkTurquoise,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1497,1.7,1420,1435.6,1391.6,1391.6,1391.6,223.8,1,0,6,1,1497.3,100,95.9,92.9,1007.7,67.3,-
Trial077,CYY,DarkViolet,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,3147,4,3703,2275.5,3095.4,3095.4,3143.3,243.8,2,1,4,1,3147.3,100,72.3,98.3,2991.3,95,-
Trial076,CLH,DeepPink,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1963,4.3,3740,1934.4,1835.2,1835.2,1835.2,247.5,1,0,4,1,1963.5,100,98.5,93.5,1795.2,91.4,-
Trial075,LBB,DeepSkyBlue,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1128,1.3,1036,1127.6,1127.6,1127.6,1127.6,171.7,1,0,5,1,1128.9,100,99.9,99.9,931.6,82.5,-
Trial078,fm,DimGray,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,2713,2.1,1804,735.7,696,747.8,843.8,367.9,2,1,3,1,2713.8,100,27.1,25.6,624,23,-
Trial075,HXH,DodgerBlue,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,2313,2.1,1785,2311.5,2311.5,2311.5,2311.5,403.8,1,0,4,1,2313.6,100,99.9,99.9,2219.5,95.9,-
Trial075,MEG,Firebrick,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1746,2.7,2443,1743.9,1743.9,1743.9,1743.9,228,1,0,5,1,1746.5,100,99.8,99.8,1592.1,91.2,-
Trial076,WQ,ForestGreen,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,2263,3.4,3209,1887.9,2171.7,2171.7,2171.7,200,1,0,5,1,2263.1,100,83.4,96,2003.7,88.5,-
Trial076,cpl,Gainsboro,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1943,3.6,3353,1595.7,1523.7,1579.7,1627.7,212,2,1,4,1,1943.3,100,82.1,78.4,1391.8,71.6,-
Trial076,XW,Gold,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,2180,1.4,1062,2083.6,2179.6,2179.6,2179.6,427.9,1,0,3,1,2181,100,95.5,99.9,2091.6,95.9,-
Trial077,LMF,Goldenrod,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1614,30.9,3836,1611.8,1416,1443.9,1443.9,163.9,1,0,8,1,1614.7,100,99.8,87.7,1079.9,66.9,-
Trial077,GQ,Gray,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1929,1.5,1278,1759.6,1927.6,1927.6,1927.6,227.8,1,0,4,1,1929.2,100,91.2,99.9,1795.6,93.1,-
Trial075,QJ,Green,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1113,1.7,1423,1111.8,1111.8,1111.8,1111.8,251.8,1,0,5,1,1113.5,100,99.8,99.8,935.8,84,-
Trial076,HM,GreenYellow,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1392,1.5,1232,1391.5,1391.5,1391.5,1391.5,199.7,1,0,4,1,1393,100,99.9,99.9,1175.6,84.4,-
Trial075,LYH,HotPink,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,2362,2.7,2439,2359.5,2359.5,2359.5,2359.5,183.7,1,0,4,1,2362.2,100,99.9,99.9,2195.4,92.9,-
Trial079,JN,IndianRed,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,865,1.2,778,823.8,863.9,863.9,863.9,195.9,1,0,3,1,865.1,100,95.2,99.9,732,84.6,-
Trial075,SYJ,Indigo,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1164,0.4,311,1163.8,1163.8,1163.8,1163.8,239.9,1,0,3,1,1164.2,100,100,100,1055.8,90.7,-
Trial076,CQ,Khaki,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1159,59.8,3952,1155.8,1063.8,1111.8,1111.8,188,1,0,4,1,1159.6,100,99.7,91.7,891.8,76.9,-
Trial075,WYQ,LawnGreen,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,2110,54.9,3931,2107.7,2055.7,2055.7,2055.7,140,1,0,4,1,2110.7,100,99.9,97.4,1899.7,90,-
Trial077,NLL,LightBlue,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1897,9.2,3766,1411.8,1887.8,1887.8,1887.8,416,1,0,3,1,1897.1,100,74.4,99.5,1799.8,94.9,-
Trial075,QXL,LightCoral,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1143,3.3,3071,1011.9,1139.9,1139.9,1139.9,140,1,0,5,1,1143.1,100,88.5,99.7,967.9,84.7,-
Trial076,SLL,LightGray,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1777,2.1,1787,1535.7,1707.6,1707.6,1707.6,223.9,1,0,4,1,1777.7,100,86.4,96.1,1627.3,91.5,-
Trial080,zjj,LightGreen,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1730,2.8,2612,1539.8,1727.7,1727.7,1727.7,196,1,0,4,1,1730.6,100,89,99.8,1595.8,92.2,-
Trial076,YKX,LightPink,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1128,1.3,970,1127.5,1127.5,1127.5,1127.5,199.6,1,0,3,1,1128.8,100,99.9,99.9,1011.5,89.6,-
Trial075,ZY,LightSalmon,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1428,0.5,347,1379.9,1427.9,1427.9,1427.9,176,1,0,4,1,1428.3,100,96.6,100,1303.9,91.3,-
Trial076,WJJ,LightSeaGreen,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1643,11.5,3802,1639.7,1631.7,1631.7,1631.7,188,1,0,5,1,1643.2,100,99.8,99.3,1339.8,81.5,-
Trial076,GTL,LightSkyBlue,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1294,2.6,2349,1251.8,1279.6,1279.6,1279.6,51.9,1,0,5,1,1294.3,100,96.7,98.9,975.7,75.4,-
Trial076,YMX,LightSlateGray,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,2078,2.6,2366,2075.7,2075.7,2075.7,2075.7,231.9,1,0,4,1,2078.3,100,99.9,99.9,1927.6,92.7,-
Trial075,ZRK,LightSteelBlue,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1114,2.2,1909,1111.9,1111.9,1111.9,1111.9,159.9,1,0,4,1,1114.1,100,99.8,99.8,924,82.9,-
Trial075,gyj,LimeGreen,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1732,1.2,658,1615.4,1527.3,1575.2,1611.2,111.5,2,1,6,1,1732.4,100,93.2,88.2,1387.3,80.1,-
Trial075,SDN,Magenta,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1679,3.3,3117,1675.8,1675.8,1675.8,1675.8,151.9,1,0,4,1,1679.2,100,99.8,99.8,1471.9,87.7,-
Trial075,FZX,Maroon,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1762,2.3,2013,1563.9,1483.8,1483.8,1539.8,159.8,2,1,7,1,1762.1,100,88.8,84.2,1275.8,72.4,-
Trial075,HJT,MediumAquamarine,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1477,1.4,1077,1475.9,1475.9,1475.9,1475.9,155.9,1,0,3,1,1477.2,100,99.9,99.9,1395.9,94.5,-
Trial080,JF,MediumBlue,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,3047,0.2,143,3047.6,2983.6,2983.6,2983.6,192,1,0,6,1,3047.8,100,100,97.9,2767.6,90.8,-
Trial077,XTY,MediumOrchid,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1114,2.9,2684,867.8,563.8,563.8,603.8,207.9,1,0,3,1,1114.7,100,77.8,50.6,463.9,41.6,-
Trial076,LJ,MediumPurple,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1164,1.1,529,1163.6,1163.6,1163.6,1163.6,251.8,1,0,3,1,1164.8,100,99.9,99.9,1067.8,91.7,-
Trial076,AYQ,MediumSeaGreen,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,2579,3.8,3561,2439.6,2335.6,2335.6,2335.6,191.9,1,0,6,1,2579.4,100,94.6,90.5,2095.5,81.2,-
Trial076,FS,MediumSlateBlue,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,1929,2.2,1925,1927.7,1927.7,1927.7,1927.7,187.9,1,0,4,1,1929.9,100,99.9,99.9,1739.7,90.1,-
Trial077,YJR,MediumSpringGreen,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,2946,3.3,3054,2943.6,2943.6,2943.6,2943.6,279.9,1,0,4,1,2946.8,100,99.9,99.9,2795.6,94.9,-
Trial081,LQH,MediumTurquoise,3g2.jpg,AOI 002,,Local,1,60228,7.7,0,3645,2.3,2018,3643.4,3623.4,3623.4,3623.4,1011.8,1,0,8,1,3645.7,100,99.9,99.4,3211.1,88.1,-
Trial076,P01,Coral,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1595,-,-,100,0,44,44,0,0,-,0,1,1595.6,100,6.3,0,0,0,-
Trial078,lhj,CornflowerBlue,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1347,635.1,7965,723.9,712,755.9,755.9,712,1,0,1,1,1347.1,100,53.7,52.9,712,52.9,-
Trial069,xyn,Crimson,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1497,813.5,8563,575.8,499.9,599.9,639.9,232,2,1,2,1,1497.4,100,38.5,33.4,499.9,33.4,-
Trial070,WCF,Cyan,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1345,814,8564,584,532,604,604,532,1,0,1,1,1346,100,43.4,39.5,532,39.5,-
Trial069,YYH,DarkBlue,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1361,754.1,8355,387.9,311.8,407.8,448.4,168,2,1,2,1,1361.9,100,28.5,22.9,311.8,22.9,-
Trial069,CBL,DarkCyan,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1361,905.5,8845,472.1,456,496.1,496.1,456,1,0,1,1,1361.5,100,34.7,33.5,456,33.5,-
Trial070,MJC,DarkGoldenrod,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,2277,865.9,8729,1427.9,1411.9,1459.9,1459.9,1411.9,1,0,1,1,2277.8,100,62.7,62,1411.9,62,-
Trial069,FZL,DarkGray,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1445,629.7,7940,727.8,815.9,847.9,847.9,364,1,0,2,1,1445.6,100,50.3,56.4,784,54.2,-
Trial069,XC (1),DarkKhaki,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1579,823.4,8594,555.9,435.9,532,639.9,215.9,2,1,2,1,1579.3,100,35.2,27.6,435.9,27.6,-
Trial069,WW,DarkMagenta,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,2064,1388.6,9577,699.9,643.9,687.9,687.9,148,1,0,3,1,2064.4,100,33.9,31.2,615.9,29.8,-
Trial074,LJY,DarkOliveGreen,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,2308,832.7,8632,1379.8,1251.7,1403.7,1451.8,64,3,2,4,1,2308.5,100,59.8,54.2,1118.8,48.5,-
Trial075,gyx,DarkOrchid,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1462,750.9,8351,727.8,711.8,759.8,759.8,711.8,1,0,1,1,1462.7,100,49.8,48.7,711.8,48.7,-
Trial075,CJY,DarkRed,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,2063,687.4,8141,1207.9,1131.8,1219.9,1263.9,152,2,1,2,1,2063.3,100,58.5,54.9,1131.8,54.9,-
Trial076,CY,DarkSalmon,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,2178,679.1,8111,1279.8,1159.7,1275.8,1311.8,104,2,1,4,1,2178.8,100,58.7,53.2,1107.7,50.8,-
Trial079,CXM,DarkSeaGreen,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1413,1081.7,9187,772,223.9,615.7,615.7,68,1,0,1,1,1413.8,100,54.6,15.8,68,4.8,-
Trial077,ZA,DarkSlateBlue,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,2078,814.2,8566,1111.9,1003.7,1055.8,1055.8,343.8,1,0,2,1,2078,100,53.5,48.3,1003.7,48.3,-
Trial075,WJ,DarkSlateGray,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1445,941.8,8940,568,504,596,596,152,1,0,2,1,1445.8,100,39.3,34.9,476,32.9,-
Trial076,YDS,DarkTurquoise,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1497,-,-,16,0,0,0,0,0,-,0,1,1497.3,100,1.1,0,0,0,-
Trial077,CYY,DarkViolet,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,3147,743.8,8322,2387.5,2403.6,2451.5,2451.5,2403.6,1,0,1,1,3147.3,100,75.9,76.4,2403.6,76.4,-
Trial076,CLH,DeepPink,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1963,855.7,8701,1143.8,1107.8,1107.8,1107.8,1107.8,1,0,1,1,1963.5,100,58.3,56.4,1107.8,56.4,-
Trial075,LBB,DeepSkyBlue,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1128,724.9,8267,420,404,448,448,236,1,0,2,1,1128.9,100,37.2,35.8,356,31.5,-
Trial078,fm,DimGray,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,2713,1333.9,9521,404.2,539.9,591.9,591.9,115.9,1,0,2,1,2713.8,100,14.9,19.9,539.9,19.9,-
Trial075,HXH,DodgerBlue,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,2313,805.9,8538,1527.7,1507.7,1535.7,1535.7,1507.7,1,0,1,1,2313.6,100,66,65.2,1507.7,65.2,-
Trial075,MEG,Firebrick,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1746,978.5,9012,791.9,768.1,803.9,803.9,768.1,1,0,1,1,1746.5,100,45.3,44,768.1,44,-
Trial076,WQ,ForestGreen,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,2263,1199.3,9373,1091.9,1063.9,1111.9,1111.9,1063.9,1,0,1,1,2263.1,100,48.2,47,1063.9,47,-
Trial076,cpl,Gainsboro,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1943,1307.4,9497,671.9,635.9,691.9,691.9,635.9,1,0,1,1,1943.3,100,34.6,32.7,635.9,32.7,-
Trial076,XW,Gold,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,2180,709.1,8216,1503.8,1471.8,1519.8,1519.8,1471.8,1,0,1,1,2181,100,69,67.5,1471.8,67.5,-
Trial077,LMF,Goldenrod,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1614,842.7,8666,855.9,628.1,712,712,92,1,0,5,1,1614.7,100,53,38.9,492,30.5,-
Trial077,GQ,Gray,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1929,897.3,8823,1047.9,1031.9,1067.9,1067.9,1031.9,1,0,1,1,1929.2,100,54.3,53.5,1031.9,53.5,-
Trial075,QJ,Green,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1113,557.5,7568,436.1,384,468,500,180,2,1,2,1,1113.5,100,39.2,34.5,384,34.5,-
Trial076,HM,GreenYellow,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1392,-,-,20,0,0,0,0,0,-,0,1,1393,100,1.4,0,0,0,-
Trial075,LYH,HotPink,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,2362,806.4,8540,1579.7,1555.7,1599.8,1599.8,1555.7,1,0,1,1,2362.2,100,66.9,65.9,1555.7,65.9,-
Trial079,JN,IndianRed,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,865,533,7447,376.1,332.1,416,416,332.1,1,0,1,1,865.1,100,43.5,38.4,332.1,38.4,-
Trial075,SYJ,Indigo,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1164,588.3,7739,599.9,575.9,623.9,623.9,575.9,1,0,1,1,1164.2,100,51.5,49.5,575.9,49.5,-
Trial076,CQ,Khaki,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1159,575.7,7664,447.6,348,436.1,484.1,348,1,0,1,1,1159.6,100,38.6,30,348,30,-
Trial075,WYQ,LawnGreen,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,2110,858.8,8708,1275.9,1251.9,1291.9,1291.9,1251.9,1,0,1,1,2110.7,100,60.5,59.3,1251.9,59.3,-
Trial077,NLL,LightBlue,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1897,745.2,8332,1171.9,1151.9,1191.9,1191.9,1151.9,1,0,1,1,1897.1,100,61.8,60.7,1151.9,60.7,-
Trial075,QXL,LightCoral,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1143,763.1,8394,296,380,428,428,380,1,0,1,1,1143.1,100,25.9,33.2,380,33.2,-
Trial076,SLL,LightGray,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1777,837.9,8646,1031.9,939.9,979.8,979.8,939.9,1,0,1,1,1777.7,100,58,52.9,939.9,52.9,-
Trial080,zjj,LightGreen,3g2.jpg,AOI 001,,Local,2,14336,1.8,0,1730,466.7,7126,1295.9,1263.9,1315.9,1315.9,232,1,0,2,1,1730.6,100,74.9,73,1235.9,71.4,-
